, Funding Amount,Employee Count,Number of of advisors,Have been part of startups in the past?,Worked in top companies,Both,Product,Service,Have been part of successful startups in the past?,Bachelors,Masters,No degree,PhD,Success
386,2250000.0,63.0,1,1,1,0,1,0,1,0,1,0,0,0
387,5200000.0,19.0,2,1,0,0,1,0,1,0,1,0,0,0
388,3000000.0,18.0,1,1,0,0,1,0,1,1,0,0,0,0
389,5020381.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0
390,200000.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0
391,5020381.0,19.0,1,0,0,0,0,1,0,0,0,1,0,0
392,5020381.0,19.0,0,1,0,0,0,1,1,0,0,1,0,0
393,5020381.0,19.0,1,1,0,0,0,1,1,0,0,1,0,0
394,1000000.0,19.0,1,1,0,0,0,1,1,0,0,1,0,0
395,100000.0,19.0,0,1,0,0,0,1,1,0,0,1,0,0
396,500000.0,19.0,0,1,1,0,0,1,1,0,0,1,0,0
397,10250000.0,19.0,0,1,0,0,0,1,1,0,0,1,0,0
398,4250000.0,19.0,3,1,0,0,1,0,1,0,0,1,0,0
399,5020381.0,19.0,0,1,0,0,1,0,1,0,0,1,0,0
400,5020381.0,19.0,0,1,0,0,0,1,1,0,0,1,0,0
401,5020381.0,19.0,0,1,0,0,0,1,1,0,0,1,0,0
402,6870266.14893617,16.0,0,1,0,0,0,1,1,0,0,1,0,0
403,175000.0,1.0,0,1,0,0,0,1,1,0,0,1,0,0
404,4500000.0,4.0,1,1,0,0,0,1,1,0,0,1,0,0
405,5020381.0,19.0,0,1,0,0,0,1,1,0,0,1,0,0
406,5020381.0,19.0,0,1,0,0,0,1,1,0,0,1,0,0
407,5020381.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0
408,6870266.14893617,92.0,0,1,0,1,0,0,1,0,0,1,0,0
409,5000000.0,3.0,10,0,0,0,1,0,0,0,0,1,0,0
410,5020381.0,19.0,0,1,0,1,0,0,1,0,0,1,0,0
411,5020381.0,19.0,0,1,0,0,0,1,1,0,0,1,0,0
412,5000000.0,19.0,1,1,0,0,0,1,1,0,0,1,0,0
413,22000000.0,6.0,0,1,0,0,0,1,1,0,0,1,0,0
414,5020381.0,19.0,0,0,0,0,0,1,0,0,0,1,0,0
415,5020381.0,19.0,0,1,0,0,0,1,1,0,0,1,0,0
416,7000000.0,2.0,1,1,0,0,0,1,1,0,0,1,0,0
417,500000.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
418,3314300.0,1.0,2,1,0,0,0,1,1,0,0,1,0,0
419,5020381.0,19.0,0,0,0,0,0,1,0,0,0,1,0,0
420,12000.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0
421,5020381.0,19.0,1,0,0,0,1,0,0,0,0,1,0,0
422,5020381.0,19.0,0,0,0,0,0,1,0,0,0,1,0,0
423,500000.0,4.0,0,0,1,0,1,0,0,0,0,1,0,0
424,1000000.0,3.0,0,0,0,0,0,1,0,0,0,1,0,0
425,5020381.0,19.0,0,1,0,0,1,0,1,0,0,1,0,0
426,5020381.0,19.0,0,0,0,0,1,0,0,0,0,1,0,0
427,18000.0,19.0,3,0,0,0,0,1,0,0,0,1,0,0
428,5020381.0,19.0,0,0,0,0,1,0,0,0,0,1,0,0
429,5020381.0,19.0,0,0,0,0,1,0,0,0,0,1,0,0
430,5020381.0,19.0,2,1,0,0,0,1,1,0,0,1,0,0
431,5020381.0,19.0,0,0,0,0,0,1,0,0,0,1,0,0
432,10660000.0,170.0,1,1,0,0,1,0,1,0,0,1,0,0
433,5020381.0,19.0,0,1,0,0,0,1,1,0,0,1,0,0
434,5020381.0,19.0,1,1,0,0,0,1,1,0,0,1,0,0
435,5020381.0,19.0,0,1,0,0,1,0,1,0,0,1,0,0
436,5020381.0,19.0,3,0,0,0,1,0,0,0,0,1,0,0
437,5020381.0,19.0,0,0,0,0,0,1,0,0,0,1,0,0
438,500000.0,19.0,1,0,0,0,1,0,0,0,0,1,0,0
439,5020381.0,19.0,0,0,1,0,1,0,0,0,0,1,0,0
440,18000.0,19.0,0,0,0,0,1,0,0,0,0,1,0,0
441,5020381.0,19.0,1,1,0,0,1,0,0,0,0,1,0,0
442,12000.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0
443,440000.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0
444,5020381.0,19.0,0,0,0,0,0,1,0,0,0,1,0,0
445,2000000.0,19.0,1,1,0,0,1,0,0,0,0,1,0,0
